id,po_number,buyer_id,supplier_id,amount,quantity,description,po_date,expected_delivery_date,status
1292,PO-202506-001292,40,50,784163.14,280,Business-focused exuding array,2025-06-25,2025-08-25,confirmed
1293,PO-202509-001293,40,50,2135598.24,979,Integrated logistical structure,2025-09-30,2025-11-29,confirmed
1294,PO-202505-001294,40,50,1145775.92,543,Customizable methodical approach,2025-05-23,2025-06-16,delivered
1295,PO-202507-001295,40,57,3604250.44,188,Future-proofed regional neural-net,2025-07-01,2025-07-28,delivered
1296,PO-202505-001296,40,57,3547514.45,557,Multi-channeled even-keeled access,2025-05-18,2025-07-13,confirmed
1297,PO-202509-001297,40,57,3852238.78,702,Organic eco-centric installation,2025-09-09,2025-11-01,confirmed
1298,PO-202507-001298,40,57,3271575.96,705,User-centric 4thgeneration toolset,2025-07-26,2025-09-25,confirmed
1299,PO-202601-001299,40,57,2651299.12,361,Upgradable directional archive,2026-01-24,2026-02-26,confirmed
1300,PO-202503-001300,41,169,73841.64,382,Synergistic optimizing capacity,2025-03-27,2025-06-12,confirmed
1301,PO-202503-001301,41,169,52971.34,933,Focused global parallelism,2025-03-08,2025-04-12,confirmed
1302,PO-202506-001302,41,169,38604.27,516,Centralized discrete secured line,2025-06-23,2025-08-05,confirmed
1303,PO-202509-001303,41,169,106338.07,573,Seamless 3rdgeneration flexibility,2025-09-02,2025-11-23,delivered
1304,PO-202503-001304,41,108,148633.48,775,Fundamental bi-directional complexity,2025-03-22,2025-04-20,confirmed
1305,PO-202507-001305,41,108,128293.85,79,Centralized demand-driven orchestration,2025-07-08,2025-08-06,confirmed
1306,PO-202503-001306,41,108,232194.01,492,Exclusive methodical infrastructure,2025-03-26,2025-05-24,confirmed
1307,PO-202507-001307,41,108,180041.96,143,Multi-tiered client-server adapter,2025-07-31,2025-10-10,delivered
1308,PO-202511-001308,41,108,142350.85,994,Mandatory encompassing installation,2025-11-21,2026-01-18,confirmed
1309,PO-202504-001309,41,108,184271.46,30,Compatible bifurcated flexibility,2025-04-06,2025-05-06,confirmed
1310,PO-202601-001310,41,108,53827.88,711,Re-engineered intangible open system,2026-01-18,2026-02-20,confirmed
1311,PO-202507-001311,41,108,93939.48,215,User-centric human-resource flexibility,2025-07-13,2025-08-13,confirmed
1312,PO-202508-001312,41,108,120284.21,782,Exclusive 24hour Internet solution,2025-08-29,2025-09-27,confirmed
1313,PO-202504-001313,41,108,29159.46,496,Reverse-engineered cohesive archive,2025-04-03,2025-06-12,confirmed
1314,PO-202503-001314,41,108,69008.62,34,Intuitive global core,2025-03-15,2025-06-03,delivered
1315,PO-202509-001315,41,108,38240.28,122,Persistent executive array,2025-09-10,2025-10-27,confirmed
1316,PO-202503-001316,41,108,39807.39,684,Multi-layered high-level middleware,2025-03-07,2025-03-23,confirmed
1317,PO-202512-001317,43,148,137550.45,617,Assimilated global matrix,2025-12-14,2026-01-24,delivered
1318,PO-202509-001318,43,148,592752.78,190,Persevering solution-oriented workforce,2025-09-12,2025-11-10,confirmed
1319,PO-202512-001319,43,148,118218.68,867,Right-sized exuding access,2025-12-05,2026-01-24,delivered
1320,PO-202505-001320,43,148,268740.75,165,Function-based full-range data-warehouse,2025-05-17,2025-08-04,delivered
1321,PO-202510-001321,43,148,206663.33,584,Optimized exuding instruction set,2025-10-10,2025-11-02,confirmed
1322,PO-202507-001322,43,148,544978.01,782,Up-sized reciprocal service-desk,2025-07-13,2025-07-29,delivered
1323,PO-202511-001323,43,148,192127.16,197,Future-proofed local capacity,2025-11-13,2026-01-03,confirmed
1324,PO-202509-001324,43,148,593037.02,551,Integrated impactful time-frame,2025-09-09,2025-09-24,confirmed
1325,PO-202511-001325,43,148,606254.14,943,Re-engineered upward-trending parallelism,2025-11-16,2026-02-03,confirmed
1326,PO-202511-001326,43,148,279647.65,604,Public-key foreground capacity,2025-11-20,2025-12-28,confirmed
1327,PO-202503-001327,43,148,459450.84,110,Networked motivating process improvement,2025-03-28,2025-05-05,confirmed
1328,PO-202509-001328,43,148,639671.4,435,Cross-group fresh-thinking leverage,2025-09-01,2025-10-13,delivered
1329,PO-202505-001329,43,148,198308.4,116,Face-to-face 6thgeneration neural-net,2025-05-22,2025-07-16,confirmed
1330,PO-202507-001330,43,148,337874.82,533,Persevering systematic challenge,2025-07-03,2025-08-04,confirmed
1331,PO-202504-001331,43,163,186115.57,296,Grass-roots mobile interface,2025-04-12,2025-07-07,confirmed
1332,PO-202509-001332,43,163,76185.56,506,Horizontal holistic knowledge user,2025-09-17,2025-10-16,confirmed
1333,PO-202503-001333,43,163,155524.96,615,Ameliorated motivating circuit,2025-03-12,2025-05-05,confirmed
1334,PO-202601-001334,43,163,132775.55,418,Integrated global adapter,2026-01-14,2026-03-07,confirmed
1335,PO-202508-001335,43,163,118162.31,72,Optimized directional interface,2025-08-01,2025-10-15,confirmed
1336,PO-202505-001336,43,163,114424.05,691,Inverse intermediate collaboration,2025-05-25,2025-08-10,confirmed
1337,PO-202510-001337,43,163,199952.95,536,Extended hybrid Graphic Interface,2025-10-22,2025-11-16,confirmed
1338,PO-202601-001338,43,163,100267.35,411,Mandatory bi-directional functionalities,2026-01-21,2026-04-21,confirmed
1339,PO-202512-001339,43,163,335911.27,914,Balanced multi-tasking capacity,2025-12-10,2026-01-15,confirmed
1340,PO-202506-001340,43,163,187084.65,204,Virtual context-sensitive superstructure,2025-06-20,2025-08-17,confirmed
1341,PO-202504-001341,43,163,278199.98,414,Managed client-server interface,2025-04-21,2025-05-21,confirmed
1342,PO-202601-001342,43,163,374003.04,743,Open-architected even-keeled budgetary management,2026-01-08,2026-03-27,confirmed
1343,PO-202511-001343,43,163,345125.16,785,Triple-buffered transitional challenge,2025-11-08,2026-02-05,delivered
1344,PO-202507-001344,43,163,151333.21,809,Re-engineered 5thgeneration product,2025-07-06,2025-09-10,confirmed
1345,PO-202507-001345,43,159,358959.05,973,Customizable empowering moderator,2025-07-22,2025-09-26,confirmed
1346,PO-202505-001346,43,159,287303.45,151,Open-architected demand-driven approach,2025-05-11,2025-07-23,confirmed
1347,PO-202509-001347,43,159,107671.44,502,Persevering attitude-oriented middleware,2025-09-06,2025-11-23,confirmed
1348,PO-202508-001348,43,159,341280.36,138,Upgradable empowering structure,2025-08-17,2025-09-04,confirmed
1349,PO-202504-001349,43,159,391782.46,851,Universal full-range standardization,2025-04-01,2025-04-24,confirmed
1350,PO-202505-001350,43,159,364234.34,996,Operative modular projection,2025-05-08,2025-06-14,confirmed
1351,PO-202506-001351,43,159,330302.31,335,Quality-focused analyzing system engine,2025-06-25,2025-07-29,confirmed
1352,PO-202601-001352,43,159,338324.71,99,Centralized explicit moderator,2026-01-13,2026-02-06,delivered
1353,PO-202506-001353,43,159,405523.42,812,Front-line background Graphic Interface,2025-06-24,2025-09-06,confirmed
1354,PO-202512-001354,43,94,681831.8,503,Right-sized human-resource system engine,2025-12-19,2026-03-08,confirmed
1355,PO-202508-001355,43,94,576316.79,829,Front-line asynchronous budgetary management,2025-08-13,2025-11-05,delivered
1356,PO-202504-001356,43,94,113562.9,783,Managed 4thgeneration solution,2025-04-24,2025-05-13,confirmed
1357,PO-202512-001357,43,94,874098.51,122,Grass-roots composite hub,2025-12-26,2026-02-28,confirmed
1358,PO-202504-001358,43,94,375367.21,386,Persistent maximized data-warehouse,2025-04-23,2025-07-03,confirmed
1359,PO-202503-001359,43,94,129709.77,182,Managed 3rdgeneration focus group,2025-03-12,2025-06-06,confirmed
1360,PO-202506-001360,44,145,71769.23,442,Pre-emptive bi-directional implementation,2025-06-30,2025-08-01,confirmed
1361,PO-202512-001361,44,145,215586.23,500,Reactive contextually-based throughput,2025-12-01,2025-12-30,delivered
1362,PO-202511-001362,44,145,204974.6,676,Reactive analyzing portal,2025-11-27,2026-02-20,delivered
1363,PO-202504-001363,44,145,178167.11,488,Programmable reciprocal open architecture,2025-04-04,2025-06-29,confirmed
1364,PO-202504-001364,44,145,161082.27,401,Upgradable content-based challenge,2025-04-20,2025-06-07,confirmed
1365,PO-202505-001365,44,145,183078.06,387,Configurable secondary Graphic Interface,2025-05-03,2025-07-02,confirmed
1366,PO-202502-001366,44,145,112532.46,29,Pre-emptive holistic hierarchy,2025-02-27,2025-05-28,confirmed
1367,PO-202509-001367,44,145,62396.74,376,Balanced foreground project,2025-09-08,2025-11-06,delivered
1368,PO-202507-001368,44,145,35984.55,913,Stand-alone asynchronous budgetary management,2025-07-18,2025-09-14,confirmed
1369,PO-202507-001369,44,145,54353.52,354,Universal radical concept,2025-07-03,2025-09-01,confirmed
1370,PO-202502-001370,44,145,120559.64,678,Sharable grid-enabled emulation,2025-02-25,2025-04-12,confirmed
1371,PO-202503-001371,44,145,90145.41,320,Up-sized modular productivity,2025-03-11,2025-06-09,confirmed
1372,PO-202506-001372,44,145,266342.8,68,Adaptive asynchronous forecast,2025-06-18,2025-08-11,confirmed
1373,PO-202511-001373,44,155,286547.55,552,Quality-focused zero-defect adapter,2025-11-26,2026-01-21,confirmed
1374,PO-202507-001374,44,155,583541.12,885,Grass-roots full-range neural-net,2025-07-24,2025-10-01,delivered
1375,PO-202507-001375,44,155,638476.11,432,Up-sized composite moderator,2025-07-19,2025-09-06,confirmed
1376,PO-202504-001376,44,155,823324.15,603,Organic modular hub,2025-04-15,2025-05-02,confirmed
1377,PO-202509-001377,44,155,498694.22,400,Multi-layered systematic workforce,2025-09-10,2025-11-05,delivered
1378,PO-202507-001378,44,155,213042.8,501,Balanced directional monitoring,2025-07-07,2025-08-03,confirmed
1379,PO-202504-001379,44,155,456082.83,515,Cross-group bottom-line flexibility,2025-04-07,2025-06-04,confirmed
1380,PO-202508-001380,44,167,115270.84,993,Innovative bi-directional approach,2025-08-21,2025-10-30,confirmed
1381,PO-202506-001381,44,167,170692.77,868,Object-based demand-driven initiative,2025-06-24,2025-07-18,delivered
1382,PO-202506-001382,44,167,91286.27,272,Synchronized zero-defect instruction set,2025-06-10,2025-07-01,confirmed
1383,PO-202504-001383,44,167,310847.36,412,Visionary next generation adapter,2025-04-04,2025-05-17,delivered
1384,PO-202507-001384,44,167,239730.95,95,Phased coherent moratorium,2025-07-28,2025-10-25,confirmed
1385,PO-202503-001385,44,167,197336.32,280,Multi-lateral encompassing intranet,2025-03-25,2025-04-17,delivered
1386,PO-202505-001386,44,167,256096.01,487,Advanced next generation groupware,2025-05-15,2025-07-23,confirmed
1387,PO-202505-001387,44,167,128687.81,79,Proactive client-server data-warehouse,2025-05-23,2025-07-15,delivered
1388,PO-202504-001388,44,167,256921.61,444,Open-source optimal Graphical User Interface,2025-04-22,2025-07-15,confirmed
1389,PO-202506-001389,44,167,87355.38,412,Customizable executive project,2025-06-30,2025-08-16,delivered
1390,PO-202510-001390,44,167,175862.85,688,Phased modular paradigm,2025-10-28,2026-01-21,confirmed
1391,PO-202510-001391,45,121,99631.19,529,Virtual bandwidth-monitored standardization,2025-10-04,2025-11-11,delivered
1392,PO-202508-001392,45,121,82286.98,677,Progressive even-keeled Local Area Network,2025-08-25,2025-11-07,confirmed
1393,PO-202505-001393,45,166,156463.89,630,Extended grid-enabled utilization,2025-05-06,2025-07-15,delivered
1394,PO-202508-001394,45,166,203584.49,62,Universal multi-state support,2025-08-18,2025-11-07,confirmed
1395,PO-202505-001395,45,166,115528.41,152,Cloned static hub,2025-05-28,2025-07-12,confirmed
1396,PO-202509-001396,45,166,208400.78,784,Operative leadingedge extranet,2025-09-11,2025-11-03,confirmed
1397,PO-202503-001397,45,166,126703.84,881,Distributed regional leverage,2025-03-10,2025-04-02,confirmed
1398,PO-202512-001398,45,166,232589.43,274,Cross-platform neutral complexity,2025-12-04,2026-01-24,confirmed
1399,PO-202508-001399,45,166,89324.0,616,Advanced explicit utilization,2025-08-20,2025-10-04,confirmed
1400,PO-202601-001400,45,166,84958.58,154,Visionary methodical functionalities,2026-01-08,2026-02-16,confirmed
1401,PO-202506-001401,45,166,86684.8,848,Secured tertiary budgetary management,2025-06-05,2025-07-29,confirmed
1402,PO-202507-001402,45,166,144960.04,447,Reduced impactful budgetary management,2025-07-06,2025-09-13,confirmed
1403,PO-202508-001403,45,166,76090.06,280,Business-focused real-time core,2025-08-31,2025-10-02,confirmed
1404,PO-202508-001404,45,166,89797.94,823,Phased exuding solution,2025-08-16,2025-10-05,delivered
1405,PO-202503-001405,45,108,615080.57,44,Centralized motivating toolset,2025-03-26,2025-06-11,confirmed
1406,PO-202505-001406,45,108,135520.71,919,Horizontal bifurcated task-force,2025-05-01,2025-05-26,confirmed
1407,PO-202507-001407,45,108,580317.36,888,Managed zero-defect access,2025-07-26,2025-08-18,confirmed
1408,PO-202511-001408,45,108,820659.3,688,Exclusive bottom-line ability,2025-11-03,2025-11-29,confirmed
1409,PO-202510-001409,46,131,339340.88,144,Universal upward-trending focus group,2025-10-03,2025-11-17,confirmed
1410,PO-202509-001410,46,131,277081.92,513,De-engineered upward-trending workforce,2025-09-20,2025-10-20,delivered
1411,PO-202512-001411,46,131,314960.16,595,Digitized radical structure,2025-12-25,2026-03-17,confirmed
1412,PO-202601-001412,46,131,246808.87,93,Secured multimedia solution,2026-01-10,2026-02-24,delivered
1413,PO-202601-001413,46,131,94808.75,827,Phased systemic project,2026-01-05,2026-03-01,confirmed
1414,PO-202507-001414,46,131,383254.03,755,Extended fault-tolerant capacity,2025-07-31,2025-10-03,confirmed
1415,PO-202505-001415,46,131,425162.94,224,Enterprise-wide neutral structure,2025-05-05,2025-06-07,confirmed
1416,PO-202601-001416,46,131,116289.05,994,Operative contextually-based task-force,2026-01-02,2026-02-21,confirmed
1417,PO-202509-001417,46,131,211030.11,884,Visionary dedicated superstructure,2025-09-29,2025-12-28,confirmed
1418,PO-202509-001418,46,131,244333.92,384,Sharable secondary application,2025-09-29,2025-10-28,confirmed
1419,PO-202512-001419,46,131,266833.46,487,Profound responsive attitude,2025-12-07,2026-01-22,confirmed
1420,PO-202505-001420,46,131,402387.12,960,Extended leadingedge analyzer,2025-05-21,2025-06-23,confirmed
1421,PO-202508-001421,46,131,238184.93,377,Grass-roots grid-enabled Internet solution,2025-08-13,2025-10-06,confirmed
1422,PO-202512-001422,46,131,307315.13,927,Persistent non-volatile implementation,2025-12-01,2025-12-20,confirmed
1423,PO-202508-001423,46,131,325711.12,808,Seamless zero-defect knowledgebase,2025-08-03,2025-09-17,confirmed
1424,PO-202503-001424,46,105,167487.21,655,Customizable 4thgeneration data-warehouse,2025-03-26,2025-05-26,confirmed
1425,PO-202512-001425,46,105,218233.36,243,Centralized eco-centric approach,2025-12-23,2026-03-04,confirmed
1426,PO-202505-001426,46,105,40191.83,984,Future-proofed directional time-frame,2025-05-01,2025-07-05,confirmed
1427,PO-202601-001427,46,105,139177.94,959,Future-proofed impactful installation,2026-01-12,2026-02-26,confirmed
1428,PO-202508-001428,46,105,108605.47,912,Ergonomic uniform success,2025-08-08,2025-09-12,confirmed
1429,PO-202510-001429,46,105,250812.55,901,Ameliorated zero-defect monitoring,2025-10-03,2025-12-09,confirmed
1430,PO-202509-001430,46,105,130107.16,83,Object-based national database,2025-09-08,2025-11-24,confirmed
1431,PO-202510-001431,46,105,286481.78,949,User-centric neutral secured line,2025-10-05,2025-12-01,confirmed
1432,PO-202507-001432,46,105,333714.28,840,Universal explicit forecast,2025-07-25,2025-08-21,confirmed
1433,PO-202510-001433,46,105,273489.64,519,Reverse-engineered multi-tasking infrastructure,2025-10-21,2025-11-13,confirmed
1434,PO-202511-001434,46,156,761230.28,833,Open-source didactic system engine,2025-11-17,2026-02-10,confirmed
1435,PO-202601-001435,46,156,602357.57,29,Proactive eco-centric paradigm,2026-01-17,2026-02-07,confirmed
1436,PO-202507-001436,46,156,791157.91,811,Triple-buffered reciprocal moderator,2025-07-13,2025-08-14,confirmed
1437,PO-202510-001437,46,156,546217.46,644,Reactive coherent hub,2025-10-21,2025-12-14,confirmed
1438,PO-202601-001438,46,156,733153.13,114,Diverse analyzing strategy,2026-01-02,2026-02-06,confirmed
1439,PO-202509-001439,46,156,669708.88,993,Exclusive contextually-based budgetary management,2025-09-21,2025-10-22,delivered
1440,PO-202506-001440,46,156,850496.87,812,Right-sized bi-directional matrices,2025-06-10,2025-08-04,confirmed
1441,PO-202503-001441,46,156,629150.88,753,Exclusive needs-based array,2025-03-23,2025-04-24,confirmed
1442,PO-202509-001442,46,100,1078055.58,847,Distributed coherent model,2025-09-10,2025-11-05,confirmed
1443,PO-202504-001443,46,100,418186.44,425,Proactive systemic strategy,2025-04-15,2025-06-16,confirmed
1444,PO-202502-001444,46,100,681201.54,387,Networked bandwidth-monitored instruction set,2025-02-27,2025-05-26,confirmed
1445,PO-202511-001445,46,100,177987.68,24,Polarized system-worthy challenge,2025-11-11,2026-02-05,delivered
1446,PO-202504-001446,47,101,225811.47,92,Expanded heuristic firmware,2025-04-12,2025-06-25,confirmed
1447,PO-202510-001447,47,101,247790.63,873,Cloned hybrid portal,2025-10-26,2025-12-01,confirmed
1448,PO-202512-001448,47,101,340324.31,440,Configurable upward-trending knowledge user,2025-12-21,2026-02-07,confirmed
1449,PO-202512-001449,47,101,133015.82,377,Function-based next generation utilization,2025-12-01,2026-01-06,delivered
1450,PO-202505-001450,47,101,151814.21,736,Business-focused discrete methodology,2025-05-01,2025-07-22,confirmed
1451,PO-202503-001451,47,101,587736.25,951,Realigned tangible application,2025-03-31,2025-06-12,confirmed
1452,PO-202507-001452,47,101,152586.26,731,Pre-emptive stable superstructure,2025-07-14,2025-08-24,confirmed
1453,PO-202506-001453,47,101,702491.86,833,Focused systemic migration,2025-06-19,2025-08-07,confirmed
